0,0,
0.01,0.1186216,
0.02,0.2336216,
0.03,0.3486216,
0.04,0.4886216,
0.05,0.5936216,
0.06,0.7136216,
0.07,0.7986216,
0.08,0.8936216,
0.09,1.0686216,
0.1,1.1536216,
0.11,1.2486216,
0.12,1.4236216,
0.13,1.4836216,
0.14,1.5986216,
0.15,1.7386216,
0.16,1.8436216,
0.17,1.9136216,
0.18,2.0636216,
0.19,2.1336216,
0.2,2.2386216,
0.21,2.2636216,
0.22,2.4486216,
0.23,2.5636216,
0.24,2.6336216,
0.25,2.7736216,
0.26,2.8436216,
0.27,2.9586216,
0.28,3.0836216,
0.29,3.1636216,
0.3,3.2186216,
0.31,3.3886216,
0.32,3.4536216,
0.33,3.6436216,
0.34,3.7636216,
0.35,3.9686216,
0.36,4.1286216,
0.37,4.3086216,
0.38,4.4886216,
0.39,4.6036216,
0.4,4.7086216,
0.41,4.8436216,
0.42,4.9936216,
0.43,5.1286216,
0.44,5.1986216,
0.45,5.3086216,
0.46,5.4536216,
0.47,5.5836216,
0.48,5.7586216,
0.49,5.6336216,
0.5,5.5186216,
0.51,5.2886216,
0.52,5.0836216,
0.53,4.9236216,
0.54,4.7636216,
0.55,4.5036216,
0.56,4.2986216,
0.57,4.1286216,
0.58,3.9136216,
0.59,3.7336216,
0.6,3.5186216,
0.61,3.3286216,
0.62,3.1386216,
0.63,2.8786216,
0.64,2.6236216,
0.65,2.3886216,
0.66,2.1786216,
0.67,1.9686216,
0.68,1.1336216,
0.69,0.8010448,
0.7,0.5610448,
0.71,0.4510448,
0.72,0.2810448,
0.73,0.1210448,
0.74,-0.03896,
0.75,-0.1539552,
0.76,-0.2689552,
0.77,-0.3839552,
0.78,-0.4989552,
0.79,-0.6489552,
0.8,-0.8089552,
0.81,-0.9039552,
0.82,-1.0539552,
0.83,-1.1239552,
0.84,-1.2389552,
0.85,-1.3539552,
0.86,-1.4589552,
0.87,-1.5389552,
0.88,-1.7339552,
0.89,-1.8139552,
0.9,-1.9189552,
0.91,-2.0439552,
0.92,-2.1939552,
0.93,-2.2739552,
0.94,-2.4439552,
0.95,-2.5689552,
0.96,-2.6589552,
0.97,-2.7839552,
0.98,-2.8939552,
0.99,-3.0389552,
1,-3.1839552,
1.01,-3.3589552,
1.02,-3.5339552,
1.03,-3.6489552,
1.04,-3.9089552,
1.05,-4.0289552,
1.06,-4.2489552,
1.07,-4.4839552,
1.08,-4.5839552,
1.09,-4.7389552,
1.1,-4.8689552,
1.11,-5.0189552,
1.12,-5.1889552,
1.13,-5.4089552,
1.14,-5.6039552,
1.15,-5.8339552,
1.16,-6.0789552,
1.17,-6.3989552,
1.18,-6.5739552,
1.19,-6.8939552,
1.2,-6.7739552,
1.21,-6.6239552,
1.22,-6.4639552,
1.23,-6.1889552,
1.24,-6.0189552,
1.25,-5.7889552,
1.26,-5.6089552,
1.27,-5.3589552,
1.28,-5.1089552,
1.29,-4.9389552,
1.3,-4.6789552,
1.31,-4.4639552,
1.32,-4.2839552,
1.33,-4.0589552,
1.34,-3.8239552,
1.35,-3.5989552,
1.36,-3.3539552,
1.37,-3.0639552,
1.38,-2.7989552,
1.39,-2.4789552,
1.4,-2.2189552,
1.41,-1.6989552,
1.42,-1.3407376,
1.43,-1.1407376,
1.44,-0.9157376,
1.45,-0.8007376,
1.46,-0.6757376,
1.47,-0.5257376,
1.48,-0.4457376,
1.49,-0.3207376,
1.5,-0.2057376,
1.51,-0.04576,
1.52,0.03424,
1.53,0.1942624,
