0,0,
0.01,0.3613328,
0.02,0.7413328,
0.03,0.9863328,
0.04,1.2213328,
0.05,1.4563328,
0.06,1.6213328,
0.07,1.8663328,
0.08,2.1813328,
0.09,2.2613328,
0.1,2.4613328,
0.11,2.6363328,
0.12,2.9013328,
0.13,3.1063328,
0.14,3.3413328,
0.15,3.6113328,
0.16,3.8613328,
0.17,4.1763328,
0.18,4.4563328,
0.19,4.7863328,
0.2,5.0313328,
0.21,5.2163328,
0.22,5.4913328,
0.23,5.9463328,
0.24,6.5913328,
0.25,7.3313328,
0.26,8.1513328,
0.27,9.0713328,
0.28,9.9463328,
0.29,10.9913328,
0.3,12.1913328,
0.31,11.8313328,
0.32,11.3913328,
0.33,10.8863328,
0.34,10.4213328,
0.35,9.8463328,
0.36,9.5763328,
0.37,9.3763328,
0.38,8.8213328,
0.39,8.2413328,
0.4,7.8513328,
0.41,7.2913328,
0.42,6.85502,
0.43,6.55002,
0.44,6.26002,
0.45,6.00002,
0.46,5.68502,
0.47,5.42502,
0.48,5.14502,
0.49,4.84502,
0.5,4.54502,
0.51,4.25002,
0.52,3.90002,
0.53,3.54002,
0.54,3.21002,
0.55,2.81502,
0.56,2.41502,
0.57,1.94502,
0.58,1.45002,
0.59,1.15502,
0.6,0.85502,
0.61,0.48002,
0.62,-0.30998,
0.63,-1.08498,
0.64,-1.85998,
0.65,-2.67998,
0.66,-3.54498,
0.67,-4.42998,
0.68,-5.22998,
0.69,-6.01498,
0.7,-6.84998,
0.71,-6.62498,
0.72,-6.12998,
0.73,-5.64498,
0.74,-5.09498,
0.75,-4.56998,
0.76,-3.97998,
0.77,-3.34998,
0.78,-2.67998,
0.79,-1.95498,
0.8,-1.5445112,
0.81,-1.2345112,
0.82,-0.9095112,
0.83,-0.5295112,
0.84,-0.1245112,
0.85,0.3304888,
0.86,0.7254888,
0.87,1.0904888,
0.88,1.5254888,
0.89,1.8704888,
0.9,2.2904888,
0.91,2.6954888,
0.92,3.1504888,
0.93,3.6454888,
0.94,4.1054888,
0.95,4.8954888,
0.96,5.5304888,
0.97,5.2354888,
0.98,4.7954888,
0.99,4.2454888,
1,3.7404888,
1.01,3.1854888,
1.02,2.5304888,
1.03,1.9504888,
1.04,0.9154888,
1.05,0.375072,
1.06,-0.104928,
1.07,-0.449928,
1.08,-0.839928,
1.09,-1.229928,
1.1,-1.549928,
1.11,-1.889928,
1.12,-2.274928,
1.13,-2.674928,
1.14,-3.104928,
1.15,-3.364928,
1.16,-3.689928,
1.17,-4.074928,
1.18,-4.439928,
1.19,-4.914928,
1.2,-5.404928,
1.21,-5.924928,
1.22,-6.704928,
1.23,-7.499928,
1.24,-8.149928,
1.25,-8.979928,
1.26,-9.864928,
1.27,-10.709928,
1.28,-11.569928,
1.29,-12.519928,
1.3,-13.519928,
1.31,-14.384928,
1.32,-15.239928,
1.33,-16.229928,
1.34,-17.194928,
1.35,-18.159928,
1.36,-19.149928,
1.37,-20.174928,
1.38,-21.224928,
1.39,-21.104928,
1.4,-20.594928,
1.41,-20.134928,
1.42,-19.609928,
1.43,-19.049928,
1.44,-18.504928,
1.45,-17.939928,
1.46,-17.324928,
1.47,-16.594928,
1.48,-15.779928,
1.49,-15.3306128,
1.5,-15.0406128,
1.51,-14.7406128,
1.52,-14.4406128,
1.53,-13.9306128,
1.54,-13.4056128,
1.55,-12.8156128,
1.56,-12.2806128,
1.57,-11.6506128,
1.58,-10.9556128,
1.59,-10.1006128,
1.6,-9.4156128,
1.61,-8.6406128,
1.62,-7.7806128,
1.63,-7.0156128,
1.64,-6.1456128,
1.65,-5.3506128,
1.66,-5.7106128,
1.67,-6.2506128,
1.68,-6.8556128,
1.69,-7.4006128,
1.7,-7.9106128,
1.71,-8.5156128,
1.72,-9.1706128,
1.73,-10.1956128,
1.74,-10.746324,
1.75,-11.181324,
1.76,-11.571324,
1.77,-11.961324,
1.78,-12.316324,
1.79,-12.701324,
1.8,-13.156324,
1.81,-13.561324,
1.82,-14.096324,
1.83,-14.371324,
1.84,-14.771324,
1.85,-15.116324,
1.86,-15.456324,
1.87,-15.076324,
1.88,-14.611324,
1.89,-14.116324,
1.9,-13.571324,
1.91,-12.981324,
1.92,-12.286324,
1.93,-11.451324,
1.94,-11.0589208,
1.95,-10.8189208,
1.96,-10.5989208,
1.97,-10.2889208,
1.98,-10.0589208,
1.99,-9.8039208,
2,-9.5189208,
2.01,-9.2889208,
2.02,-9.0239208,
2.03,-8.9789208,
2.04,-9.1439208,
2.05,-9.7139208,
2.06,-10.3189208,
2.07,-11.3439208,
2.08,-11.4767568,
2.09,-11.9017568,
2.1,-12.3167568,
2.11,-12.5267568,
2.12,-12.9467568,
2.13,-13.2867568,
2.14,-13.6717568,
2.15,-13.9567568,
2.16,-14.3317568,
2.17,-14.6717568,
2.18,-15.0217568,
2.19,-15.3817568,
2.2,-15.7467568,
2.21,-16.1117568,
2.22,-16.6167568,
2.23,-17.1167568,
2.24,-17.3767568,
2.25,-17.6667568,
2.26,-18.0417568,
2.27,-18.4217568,
2.28,-18.7317568,
2.29,-18.9017568,
2.3,-18.7567568,
2.31,-18.2267568,
2.32,-17.7217568,
2.33,-17.0417568,
2.34,-16.4867568,
